statecode,ratingarea,age,premiumrate
FL,Rating Area 23,28,101.56
FL,Rating Area 23,29,103.63
FL,Rating Area 23,30,104.66
FL,Rating Area 23,31,106.21
FL,Rating Area 23,32,107.75
FL,Rating Area 23,33,108.72
FL,Rating Area 23,34,109.75
FL,Rating Area 23,35,110.35
FL,Rating Area 23,36,110.87
FL,Rating Area 23,37,107.15
FL,Rating Area 23,38,111.90
FL,Rating Area 23,39,112.93
FL,Rating Area 23,40,113.97
FL,Rating Area 23,41,115.51
FL,Rating Area 23,42,117.00
FL,Rating Area 23,43,113.19
FL,Rating Area 23,44,121.64
FL,Rating Area 23,45,124.96
FL,Rating Area 23,46,128.57
FL,Rating Area 23,47,126.50
FL,Rating Area 23,48,137.28
FL,Rating Area 23,49,141.86
FL,Rating Area 23,50,147.02
FL,Rating Area 23,51,144.79
FL,Rating Area 23,52,157.72
FL,Rating Area 23,53,163.40
FL,Rating Area 23,54,169.52
FL,Rating Area 23,55,176.08
FL,Rating Area 23,56,172.12
FL,Rating Area 23,57,187.55
FL,Rating Area 23,58,191.15
FL,Rating Area 23,59,192.77
FL,Rating Area 23,60,185.42
FL,Rating Area 23,61,197.66
FL,Rating Area 23,62,198.55
FL,Rating Area 23,63,199.43
FL,Rating Area 23,64,199.84
FL,Rating Area 23,65,200.00
FL,Rating Area 24,20,56.97
FL,Rating Area 24,21,94.20
FL,Rating Area 24,22,94.20
FL,Rating Area 24,23,94.20
FL,Rating Area 24,24,94.20
FL,Rating Area 24,25,98.30
FL,Rating Area 24,26,99.64
FL,Rating Area 24,27,101.25
FL,Rating Area 24,28,103.86
FL,Rating Area 24,29,106.00
FL,Rating Area 24,30,107.07
FL,Rating Area 24,31,108.67
FL,Rating Area 24,32,110.28
FL,Rating Area 24,33,111.28
FL,Rating Area 24,34,112.35
FL,Rating Area 24,35,112.97
FL,Rating Area 24,36,113.51
FL,Rating Area 24,37,114.04
FL,Rating Area 24,38,114.58
FL,Rating Area 24,39,115.65
FL,Rating Area 24,40,111.33
FL,Rating Area 24,41,118.32
FL,Rating Area 24,42,119.86
FL,Rating Area 24,43,122.00
FL,Rating Area 24,44,124.67
FL,Rating Area 24,45,128.10
FL,Rating Area 24,46,125.66
FL,Rating Area 24,47,130.81
FL,Rating Area 24,48,140.88
FL,Rating Area 24,49,145.63
FL,Rating Area 24,50,150.98
FL,Rating Area 24,51,156.26
FL,Rating Area 24,52,162.08
FL,Rating Area 24,53,158.87
FL,Rating Area 24,54,174.32
FL,Rating Area 24,55,180.71
FL,Rating Area 24,56,185.67
FL,Rating Area 24,57,189.28
FL,Rating Area 24,58,191.88
FL,Rating Area 24,59,192.81
FL,Rating Area 24,60,194.45
FL,Rating Area 24,61,185.56
FL,Rating Area 24,62,186.38
FL,Rating Area 24,63,197.39
FL,Rating Area 24,64,187.47
FL,Rating Area 24,65,187.64
FL,Rating Area 25,20,69.07
FL,Rating Area 25,21,122.43
FL,Rating Area 25,22,122.43
FL,Rating Area 25,23,122.43
FL,Rating Area 25,24,122.43
FL,Rating Area 25,25,122.54
FL,Rating Area 25,26,121.09
FL,Rating Area 25,27,126.62
FL,Rating Area 25,28,126.41
FL,Rating Area 25,29,129.45
FL,Rating Area 25,30,134.68
FL,Rating Area 25,31,136.90
FL,Rating Area 25,32,139.12
FL,Rating Area 25,33,140.51
FL,Rating Area 25,34,141.99
FL,Rating Area 25,35,139.35
FL,Rating Area 25,36,143.55
FL,Rating Area 25,37,144.29
FL,Rating Area 25,38,145.03
FL,Rating Area 25,39,146.51
FL,Rating Area 25,40,147.99
FL,Rating Area 25,41,150.21
FL,Rating Area 25,42,152.34
FL,Rating Area 25,43,155.30
FL,Rating Area 25,44,151.95
FL,Rating Area 25,45,163.62
FL,Rating Area 25,46,168.80
FL,Rating Area 25,47,174.63
FL,Rating Area 25,48,181.30
FL,Rating Area 25,49,187.87
FL,Rating Area 25,50,195.08
FL,Rating Area 25,51,201.82
FL,Rating Area 25,52,208.32
FL,Rating Area 25,53,206.73
FL,Rating Area 25,54,214.44
FL,Rating Area 25,55,228.65
FL,Rating Area 25,56,235.44
FL,Rating Area 25,57,224.11
FL,Rating Area 25,58,245.10
FL,Rating Area 25,59,247.17
FL,Rating Area 25,60,250.81
FL,Rating Area 25,61,253.29
FL,Rating Area 25,62,254.69
FL,Rating Area 25,63,256.07
FL,Rating Area 25,64,256.75
FL,Rating Area 25,65,256.90
FL,Rating Area 26,20,62.96
FL,Rating Area 26,21,104.83
FL,Rating Area 26,22,104.83
FL,Rating Area 26,23,104.83
FL,Rating Area 26,24,104.83
FL,Rating Area 26,25,108.18
FL,Rating Area 26,26,109.76
FL,Rating Area 26,27,111.67
FL,Rating Area 26,28,114.76
FL,Rating Area 26,29,117.29
FL,Rating Area 26,30,118.56
FL,Rating Area 26,31,120.46
FL,Rating Area 26,32,122.36
FL,Rating Area 26,33,123.55
FL,Rating Area 26,34,124.82
FL,Rating Area 26,35,125.53
FL,Rating Area 26,36,122.10
FL,Rating Area 26,37,126.79
FL,Rating Area 26,38,127.43
FL,Rating Area 26,39,128.70
FL,Rating Area 26,40,129.96
FL,Rating Area 26,41,127.30
FL,Rating Area 26,42,133.69
FL,Rating Area 26,43,136.22
FL,Rating Area 26,44,139.39
FL,Rating Area 26,45,139.39
FL,Rating Area 26,46,142.86
FL,Rating Area 26,47,152.80
FL,Rating Area 26,48,158.50
FL,Rating Area 26,49,164.12
FL,Rating Area 26,50,170.46
FL,Rating Area 26,51,176.72
FL,Rating Area 26,52,183.61
FL,Rating Area 26,53,183.84
FL,Rating Area 26,54,198.10
FL,Rating Area 26,55,198.65
FL,Rating Area 26,56,214.17
FL,Rating Area 26,57,222.09
FL,Rating Area 26,58,229.42
FL,Rating Area 26,59,232.60
FL,Rating Area 26,60,228.94
FL,Rating Area 26,61,232.97
FL,Rating Area 26,62,244.55
FL,Rating Area 26,63,247.21
FL,Rating Area 26,64,239.30
FL,Rating Area 26,65,239.45
FL,Rating Area 27,20,55.14
FL,Rating Area 27,21,98.44
FL,Rating Area 27,22,98.44
FL,Rating Area 27,23,98.44
FL,Rating Area 27,24,98.44
FL,Rating Area 27,25,98.41
FL,Rating Area 27,26,95.49
FL,Rating Area 27,27,101.35
FL,Rating Area 27,28,103.95
FL,Rating Area 27,29,106.08
FL,Rating Area 27,30,103.50
FL,Rating Area 27,31,108.74
FL,Rating Area 27,32,110.34
FL,Rating Area 27,33,111.34
FL,Rating Area 27,34,112.41
FL,Rating Area 27,35,113.03
FL,Rating Area 27,36,113.56
FL,Rating Area 27,37,110.19
FL,Rating Area 27,38,109.33
FL,Rating Area 27,39,115.69
FL,Rating Area 27,40,116.76
FL,Rating Area 27,41,118.36
FL,Rating Area 27,42,119.89
FL,Rating Area 27,43,122.02
FL,Rating Area 27,44,120.11
FL,Rating Area 27,45,128.11
FL,Rating Area 27,46,131.84
FL,Rating Area 27,47,136.03
FL,Rating Area 27,48,140.83
FL,Rating Area 27,49,138.46
FL,Rating Area 27,50,150.89
FL,Rating Area 27,51,156.16
FL,Rating Area 27,52,161.95
FL,Rating Area 27,53,167.81
FL,Rating Area 27,54,173.91
FL,Rating Area 27,55,179.42
FL,Rating Area 27,56,184.28
FL,Rating Area 27,57,188.58
FL,Rating Area 27,58,183.32
FL,Rating Area 27,59,192.43
FL,Rating Area 27,60,193.98
FL,Rating Area 27,61,195.24
FL,Rating Area 27,62,196.07
FL,Rating Area 27,63,197.10
FL,Rating Area 27,64,197.73
FL,Rating Area 27,65,197.90
FL,Rating Area 28,20,91.30
FL,Rating Area 28,21,156.81
FL,Rating Area 28,22,156.81
FL,Rating Area 28,23,156.81
FL,Rating Area 28,24,156.81
FL,Rating Area 28,25,157.14
FL,Rating Area 28,26,159.82
FL,Rating Area 28,27,163.04
FL,Rating Area 28,28,168.27
FL,Rating Area 28,29,172.56
FL,Rating Area 28,30,174.70
FL,Rating Area 28,31,174.26
FL,Rating Area 28,32,178.38
FL,Rating Area 28,33,183.15
FL,Rating Area 28,34,185.29
FL,Rating Area 28,35,186.43
FL,Rating Area 28,36,187.50
FL,Rating Area 28,37,182.30
FL,Rating Area 28,38,189.64
FL,Rating Area 28,39,191.79
FL,Rating Area 28,40,193.93
FL,Rating Area 28,41,197.15
FL,Rating Area 28,42,200.24
FL,Rating Area 28,43,204.53
FL,Rating Area 28,44,209.89
FL,Rating Area 28,45,213.25
FL,Rating Area 28,46,223.90
FL,Rating Area 28,47,232.35
FL,Rating Area 28,48,242.00
FL,Rating Area 28,49,251.52
FL,Rating Area 28,50,262.25
FL,Rating Area 28,51,272.84
FL,Rating Area 28,52,284.50
FL,Rating Area 28,53,295.73
FL,Rating Area 28,54,307.14
FL,Rating Area 28,55,318.68
FL,Rating Area 28,56,330.19
FL,Rating Area 28,57,341.06
FL,Rating Area 28,58,351.36
FL,Rating Area 28,59,349.25
FL,Rating Area 28,60,362.83
FL,Rating Area 28,61,367.78
FL,Rating Area 28,62,363.13
FL,Rating Area 28,63,373.58
FL,Rating Area 28,64,375.40
FL,Rating Area 28,65,375.51
FL,Rating Area 29,20,54.33
FL,Rating Area 29,21,93.94
FL,Rating Area 29,22,93.94
FL,Rating Area 29,23,93.94
FL,Rating Area 29,24,93.94
FL,Rating Area 29,25,93.89
FL,Rating Area 29,26,95.14
FL,Rating Area 29,27,96.64
FL,Rating Area 29,28,99.08
FL,Rating Area 29,29,101.07
FL,Rating Area 29,30,102.07
FL,Rating Area 29,31,103.57
FL,Rating Area 29,32,105.07
FL,Rating Area 29,33,106.00
FL,Rating Area 29,34,107.00
FL,Rating Area 29,35,107.58
FL,Rating Area 29,36,108.08
FL,Rating Area 29,37,108.58
FL,Rating Area 29,38,109.08
FL,Rating Area 29,39,110.08
FL,Rating Area 29,40,111.08
FL,Rating Area 29,41,112.58
FL,Rating Area 29,42,114.01
FL,Rating Area 29,43,116.01
FL,Rating Area 29,44,118.50
FL,Rating Area 29,45,121.73
FL,Rating Area 29,46,125.22
FL,Rating Area 29,47,123.83
FL,Rating Area 29,48,133.64
FL,Rating Area 29,49,138.07
FL,Rating Area 29,50,143.07
FL,Rating Area 29,51,147.99
FL,Rating Area 29,52,153.42
FL,Rating Area 29,53,158.91
FL,Rating Area 29,54,164.84
FL,Rating Area 29,55,171.20
FL,Rating Area 29,56,177.16
FL,Rating Area 29,57,182.22
FL,Rating Area 29,58,177.37
FL,Rating Area 29,59,189.35
FL,Rating Area 29,60,193.19
FL,Rating Area 29,61,195.92
FL,Rating Area 29,62,187.24
FL,Rating Area 29,63,199.12
FL,Rating Area 29,64,199.71
FL,Rating Area 29,65,199.88
FL,Rating Area 3,20,64.34
FL,Rating Area 3,21,111.61
FL,Rating Area 3,22,111.61
FL,Rating Area 3,23,111.61
FL,Rating Area 3,24,111.61
FL,Rating Area 3,25,111.67
FL,Rating Area 3,26,113.33
FL,Rating Area 3,27,115.32
FL,Rating Area 3,28,118.55
FL,Rating Area 3,29,121.21
FL,Rating Area 3,30,122.53
FL,Rating Area 3,31,124.52
FL,Rating Area 3,32,122.40
FL,Rating Area 3,33,127.75
FL,Rating Area 3,34,129.08
FL,Rating Area 3,35,129.82
FL,Rating Area 3,36,130.49
FL,Rating Area 3,37,131.15
FL,Rating Area 3,38,126.74
FL,Rating Area 3,39,133.14
FL,Rating Area 3,40,130.81
FL,Rating Area 3,41,131.74
FL,Rating Area 3,42,138.36
FL,Rating Area 3,43,141.01
FL,Rating Area 3,44,138.87
FL,Rating Area 3,45,148.49
FL,Rating Area 3,46,153.13
FL,Rating Area 3,47,158.35
FL,Rating Area 3,48,164.32
FL,Rating Area 3,49,170.21
FL,Rating Area 3,50,176.84
FL,Rating Area 3,51,183.39
FL,Rating Area 3,52,190.60
FL,Rating Area 3,53,189.92
FL,Rating Area 3,54,205.77
FL,Rating Area 3,55,214.04
FL,Rating Area 3,56,222.30
FL,Rating Area 3,57,229.71
FL,Rating Area 3,58,236.62
FL,Rating Area 3,59,232.03
FL,Rating Area 3,60,244.46
FL,Rating Area 3,61,238.96
FL,Rating Area 3,62,249.98
FL,Rating Area 3,63,252.19
FL,Rating Area 3,64,253.34
FL,Rating Area 3,65,253.49
FL,Rating Area 30,20,53.93
FL,Rating Area 30,21,91.83
FL,Rating Area 30,22,91.83
FL,Rating Area 30,23,91.83
FL,Rating Area 30,24,91.83
FL,Rating Area 30,25,91.78
FL,Rating Area 30,26,92.98
FL,Rating Area 30,27,94.42
FL,Rating Area 30,28,96.76
FL,Rating Area 30,29,98.67
FL,Rating Area 30,30,99.63
FL,Rating Area 30,31,101.07
FL,Rating Area 30,32,102.50
FL,Rating Area 30,33,103.40
FL,Rating Area 30,34,99.29
FL,Rating Area 30,35,104.92
FL,Rating Area 30,36,105.40
FL,Rating Area 30,37,105.88
FL,Rating Area 30,38,100.83
FL,Rating Area 30,39,102.75
FL,Rating Area 30,40,108.27
FL,Rating Area 30,41,104.77
FL,Rating Area 30,42,111.08
FL,Rating Area 30,43,113.00
FL,Rating Area 30,44,115.39
FL,Rating Area 30,45,118.49
FL,Rating Area 30,46,121.84
FL,Rating Area 30,47,119.56
FL,Rating Area 30,48,129.92
FL,Rating Area 30,49,134.17
FL,Rating Area 30,50,138.95
FL,Rating Area 30,51,143.68
FL,Rating Area 30,52,148.89
FL,Rating Area 30,53,154.15
FL,Rating Area 30,54,159.84
FL,Rating Area 30,55,165.94
FL,Rating Area 30,56,172.02
FL,Rating Area 30,57,177.31
FL,Rating Area 30,58,182.10
FL,Rating Area 30,59,184.42
FL,Rating Area 30,60,188.27
FL,Rating Area 30,61,190.27
FL,Rating Area 30,62,191.12
FL,Rating Area 30,63,192.06
FL,Rating Area 30,64,192.63
FL,Rating Area 30,65,192.79
FL,Rating Area 31,20,53.49
FL,Rating Area 31,21,92.38
FL,Rating Area 31,22,92.38
FL,Rating Area 31,23,92.38
FL,Rating Area 31,24,92.38
FL,Rating Area 31,25,92.33
FL,Rating Area 31,26,89.58
FL,Rating Area 31,27,95.01
FL,Rating Area 31,28,97.38
FL,Rating Area 31,29,99.33
FL,Rating Area 31,30,96.17
FL,Rating Area 31,31,101.76
FL,Rating Area 31,32,103.22
FL,Rating Area 31,33,104.14
FL,Rating Area 31,34,105.11
FL,Rating Area 31,35,105.68
FL,Rating Area 31,36,106.17
FL,Rating Area 31,37,106.66
FL,Rating Area 31,38,107.14
FL,Rating Area 31,39,108.12
FL,Rating Area 31,40,109.09
FL,Rating Area 31,41,110.55
FL,Rating Area 31,42,111.95
FL,Rating Area 31,43,113.90
FL,Rating Area 31,44,116.33
FL,Rating Area 31,45,119.48
FL,Rating Area 31,46,122.89
FL,Rating Area 31,47,121.40
FL,Rating Area 31,48,131.10
FL,Rating Area 31,49,128.95
FL,Rating Area 31,50,140.29
FL,Rating Area 31,51,145.09
FL,Rating Area 31,52,150.38
FL,Rating Area 31,53,155.74
FL,Rating Area 31,54,161.52
FL,Rating Area 31,55,167.73
FL,Rating Area 31,56,173.53
FL,Rating Area 31,57,178.42
FL,Rating Area 31,58,183.18
FL,Rating Area 31,59,185.53
FL,Rating Area 31,60,190.27
FL,Rating Area 31,61,193.69
FL,Rating Area 31,62,185.17
FL,Rating Area 31,63,197.39
FL,Rating Area 31,64,198.36
FL,Rating Area 31,65,198.52
FL,Rating Area 32,20,54.06
FL,Rating Area 32,21,93.40
FL,Rating Area 32,22,93.40
FL,Rating Area 32,23,93.40
FL,Rating Area 32,24,93.40
FL,Rating Area 32,25,93.35
FL,Rating Area 32,26,94.58
FL,Rating Area 32,27,96.07
FL,Rating Area 32,28,98.48
FL,Rating Area 32,29,96.13
FL,Rating Area 32,30,101.45
FL,Rating Area 32,31,102.93
FL,Rating Area 32,32,104.41
FL,Rating Area 32,33,105.34
FL,Rating Area 32,34,106.33
FL,Rating Area 32,35,106.91
FL,Rating Area 32,36,107.40
FL,Rating Area 32,37,107.90
FL,Rating Area 32,38,108.39
FL,Rating Area 32,39,105.70
FL,Rating Area 32,40,110.37
FL,Rating Area 32,41,111.85
FL,Rating Area 32,42,113.27
FL,Rating Area 32,43,109.79
FL,Rating Area 32,44,117.72
FL,Rating Area 32,45,120.92
FL,Rating Area 32,46,124.38
FL,Rating Area 32,47,128.27
FL,Rating Area 32,48,132.72
FL,Rating Area 32,49,137.10
FL,Rating Area 32,50,135.14
FL,Rating Area 32,51,146.93
FL,Rating Area 32,52,145.08
FL,Rating Area 32,53,157.74
FL,Rating Area 32,54,163.61
FL,Rating Area 32,55,169.91
FL,Rating Area 32,56,175.72
FL,Rating Area 32,57,180.57
FL,Rating Area 32,58,185.34
FL,Rating Area 32,59,187.42
FL,Rating Area 32,60,190.61
FL,Rating Area 32,61,192.28
FL,Rating Area 32,62,193.05
FL,Rating Area 32,63,194.01
FL,Rating Area 32,64,194.59
FL,Rating Area 32,65,194.76
FL,Rating Area 33,20,55.99
FL,Rating Area 33,21,96.81
FL,Rating Area 33,22,96.81
FL,Rating Area 33,23,96.81
FL,Rating Area 33,24,96.81
FL,Rating Area 33,25,96.77
FL,Rating Area 33,26,93.48
FL,Rating Area 33,27,99.64
FL,Rating Area 33,28,102.18
FL,Rating Area 33,29,104.26
FL,Rating Area 33,30,105.30
FL,Rating Area 33,31,106.86
FL,Rating Area 33,32,108.42
FL,Rating Area 33,33,109.40
FL,Rating Area 33,34,110.44
FL,Rating Area 33,35,111.05
FL,Rating Area 33,36,111.57
FL,Rating Area 33,37,107.85
FL,Rating Area 33,38,112.61
FL,Rating Area 33,39,113.65
FL,Rating Area 33,40,114.69
FL,Rating Area 33,41,116.25
FL,Rating Area 33,42,117.75
FL,Rating Area 33,43,119.83
FL,Rating Area 33,44,122.43
FL,Rating Area 33,45,125.78
FL,Rating Area 33,46,129.42
FL,Rating Area 33,47,133.52
FL,Rating Area 33,48,138.20
FL,Rating Area 33,49,142.82
FL,Rating Area 33,50,148.03
FL,Rating Area 33,51,153.16
FL,Rating Area 33,52,158.82
FL,Rating Area 33,53,155.93
FL,Rating Area 33,54,170.73
FL,Rating Area 33,55,177.34
FL,Rating Area 33,56,173.36
FL,Rating Area 33,57,188.44
FL,Rating Area 33,58,191.83
FL,Rating Area 33,59,193.45
FL,Rating Area 33,60,196.13
FL,Rating Area 33,61,197.67
FL,Rating Area 33,62,198.55
FL,Rating Area 33,63,199.43
FL,Rating Area 33,64,199.84
FL,Rating Area 33,65,200.00
FL,Rating Area 34,20,89.57
FL,Rating Area 34,21,156.02
FL,Rating Area 34,22,156.02
FL,Rating Area 34,23,156.02
FL,Rating Area 34,24,156.02
FL,Rating Area 34,25,156.34
FL,Rating Area 34,26,155.99
FL,Rating Area 34,27,162.21
FL,Rating Area 34,28,167.41
FL,Rating Area 34,29,171.68
FL,Rating Area 34,30,171.22
FL,Rating Area 34,31,177.01
FL,Rating Area 34,32,180.21
FL,Rating Area 34,33,182.21
FL,Rating Area 34,34,184.35
FL,Rating Area 34,35,185.47
FL,Rating Area 34,36,186.54
FL,Rating Area 34,37,184.84
FL,Rating Area 34,38,188.67
FL,Rating Area 34,39,190.81
FL,Rating Area 34,40,192.94
FL,Rating Area 34,41,196.14
FL,Rating Area 34,42,199.21
FL,Rating Area 34,43,199.07
FL,Rating Area 34,44,202.53
FL,Rating Area 34,45,215.28
FL,Rating Area 34,46,222.75
FL,Rating Area 34,47,231.15
FL,Rating Area 34,48,240.75
FL,Rating Area 34,49,250.21
FL,Rating Area 34,50,260.88
FL,Rating Area 34,51,271.41
FL,Rating Area 34,52,277.49
FL,Rating Area 34,53,294.09
FL,Rating Area 34,54,305.34
FL,Rating Area 34,55,316.89
FL,Rating Area 34,56,328.51
FL,Rating Area 34,57,333.25
FL,Rating Area 34,58,343.46
FL,Rating Area 34,59,353.39
FL,Rating Area 34,60,352.86
FL,Rating Area 34,61,365.65
FL,Rating Area 34,62,368.83
FL,Rating Area 34,63,372.34
FL,Rating Area 34,64,374.35
FL,Rating Area 34,65,374.47
FL,Rating Area 35,20,66.45
FL,Rating Area 35,21,114.65
FL,Rating Area 35,22,114.65
FL,Rating Area 35,23,114.65
FL,Rating Area 35,24,114.65
FL,Rating Area 35,25,114.74
FL,Rating Area 35,26,116.46
FL,Rating Area 35,27,118.52
FL,Rating Area 35,28,121.87
FL,Rating Area 35,29,124.62
FL,Rating Area 35,30,126.00
FL,Rating Area 35,31,128.06
FL,Rating Area 35,32,130.12
FL,Rating Area 35,33,126.96
FL,Rating Area 35,34,132.78
FL,Rating Area 35,35,133.55
FL,Rating Area 35,36,134.23
FL,Rating Area 35,37,134.92
FL,Rating Area 35,38,131.97
FL,Rating Area 35,39,136.98
FL,Rating Area 35,40,128.56
FL,Rating Area 35,41,140.42
FL,Rating Area 35,42,142.39
FL,Rating Area 35,43,145.14
FL,Rating Area 35,44,148.58
FL,Rating Area 35,45,152.88
FL,Rating Area 35,46,152.42
FL,Rating Area 35,47,163.10
FL,Rating Area 35,48,169.28
FL,Rating Area 35,49,175.38
FL,Rating Area 35,50,182.25
FL,Rating Area 35,51,189.04
FL,Rating Area 35,52,196.51
FL,Rating Area 35,53,204.07
FL,Rating Area 35,54,212.23
FL,Rating Area 35,55,213.86
FL,Rating Area 35,56,219.32
FL,Rating Area 35,57,225.44
FL,Rating Area 35,58,231.26
FL,Rating Area 35,59,242.82
FL,Rating Area 35,60,246.67
FL,Rating Area 35,61,249.19
FL,Rating Area 35,62,250.73
FL,Rating Area 35,63,252.52
FL,Rating Area 35,64,253.31
FL,Rating Area 35,65,253.46
FL,Rating Area 36,20,50.49
FL,Rating Area 36,21,90.40
FL,Rating Area 36,22,90.40
FL,Rating Area 36,23,90.40
FL,Rating Area 36,24,90.40
FL,Rating Area 36,25,86.67
FL,Rating Area 36,26,87.15
FL,Rating Area 36,27,89.21
FL,Rating Area 36,28,95.30
FL,Rating Area 36,29,97.21
FL,Rating Area 36,30,98.16
FL,Rating Area 36,31,99.59
FL,Rating Area 36,32,101.02
FL,Rating Area 36,33,101.92
FL,Rating Area 36,34,98.24
FL,Rating Area 36,35,103.43
FL,Rating Area 36,36,99.14
FL,Rating Area 36,37,104.39
FL,Rating Area 36,38,104.87
FL,Rating Area 36,39,105.82
FL,Rating Area 36,40,106.77
FL,Rating Area 36,41,108.20
FL,Rating Area 36,42,103.89
FL,Rating Area 36,43,106.00
FL,Rating Area 36,44,108.55
FL,Rating Area 36,45,116.95
FL,Rating Area 36,46,120.29
FL,Rating Area 36,47,124.05
FL,Rating Area 36,48,128.34
FL,Rating Area 36,49,132.57
FL,Rating Area 36,50,137.34
FL,Rating Area 36,51,142.05
FL,Rating Area 36,52,139.03
FL,Rating Area 36,53,152.48
FL,Rating Area 36,54,158.15
FL,Rating Area 36,55,164.24
FL,Rating Area 36,56,170.38
FL,Rating Area 36,57,176.38
FL,Rating Area 36,58,181.78
FL,Rating Area 36,59,184.01
FL,Rating Area 36,60,177.71
FL,Rating Area 36,61,190.05
FL,Rating Area 36,62,190.98
FL,Rating Area 36,63,191.95
FL,Rating Area 36,64,192.54
FL,Rating Area 36,65,192.70
FL,Rating Area 37,20,65.33
FL,Rating Area 37,21,113.15
FL,Rating Area 37,22,113.15
FL,Rating Area 37,23,113.15
FL,Rating Area 37,24,113.15
FL,Rating Area 37,25,113.21
FL,Rating Area 37,26,114.90
FL,Rating Area 37,27,116.92
FL,Rating Area 37,28,120.20
FL,Rating Area 37,29,122.90
FL,Rating Area 37,30,120.44
FL,Rating Area 37,31,126.26
FL,Rating Area 37,32,128.28
FL,Rating Area 37,33,129.55
FL,Rating Area 37,34,122.40
FL,Rating Area 37,35,131.64
FL,Rating Area 37,36,132.32
FL,Rating Area 37,37,129.30
FL,Rating Area 37,38,133.66
FL,Rating Area 37,39,130.58
FL,Rating Area 37,40,136.36
FL,Rating Area 37,41,129.43
FL,Rating Area 37,42,140.31
FL,Rating Area 37,43,143.00
FL,Rating Area 37,44,146.37
FL,Rating Area 37,45,150.59
FL,Rating Area 37,46,155.30
FL,Rating Area 37,47,160.60
FL,Rating Area 37,48,166.66
FL,Rating Area 37,49,172.64
FL,Rating Area 37,50,179.37
FL,Rating Area 37,51,186.02
FL,Rating Area 37,52,186.21
FL,Rating Area 37,53,192.70
FL,Rating Area 37,54,208.74
FL,Rating Area 37,55,208.84
FL,Rating Area 37,56,225.35
FL,Rating Area 37,57,232.49
FL,Rating Area 37,58,238.92
FL,Rating Area 37,59,241.53
FL,Rating Area 37,60,246.25
FL,Rating Area 37,61,249.72
FL,Rating Area 37,62,251.70
FL,Rating Area 37,63,253.80
FL,Rating Area 37,64,254.96
FL,Rating Area 37,65,255.11
FL,Rating Area 38,20,55.60
FL,Rating Area 38,21,96.27
FL,Rating Area 38,22,96.27
FL,Rating Area 38,23,96.27
FL,Rating Area 38,24,96.27
FL,Rating Area 38,25,96.23
FL,Rating Area 38,26,97.52
FL,Rating Area 38,27,99.08
FL,Rating Area 38,28,101.60
FL,Rating Area 38,29,103.67
FL,Rating Area 38,30,99.73
FL,Rating Area 38,31,106.26
FL,Rating Area 38,32,107.81
FL,Rating Area 38,33,103.63
FL,Rating Area 38,34,109.81
FL,Rating Area 38,35,110.42
FL,Rating Area 38,36,110.93
FL,Rating Area 38,37,111.45
FL,Rating Area 38,38,111.97
FL,Rating Area 38,39,108.37
FL,Rating Area 38,40,114.04
FL,Rating Area 38,41,110.71
FL,Rating Area 38,42,117.08
FL,Rating Area 38,43,119.14
FL,Rating Area 38,44,121.73
FL,Rating Area 38,45,125.06
FL,Rating Area 38,46,128.68
FL,Rating Area 38,47,127.44
FL,Rating Area 38,48,137.41
FL,Rating Area 38,49,142.00
FL,Rating Area 38,50,147.17
FL,Rating Area 38,51,152.28
FL,Rating Area 38,52,157.91
FL,Rating Area 38,53,163.60
FL,Rating Area 38,54,169.74
FL,Rating Area 38,55,176.31
FL,Rating Area 38,56,182.50
FL,Rating Area 38,57,187.42
FL,Rating Area 38,58,191.17
FL,Rating Area 38,59,192.79
FL,Rating Area 38,60,195.95
FL,Rating Area 38,61,197.91
FL,Rating Area 38,62,188.44
FL,Rating Area 38,63,199.60
FL,Rating Area 38,64,199.92
FL,Rating Area 38,65,200.09
FL,Rating Area 39,20,54.73
FL,Rating Area 39,21,94.63
FL,Rating Area 39,22,94.63
FL,Rating Area 39,23,94.63
FL,Rating Area 39,24,94.63
FL,Rating Area 39,25,94.59
FL,Rating Area 39,26,95.85
FL,Rating Area 39,27,94.07
FL,Rating Area 39,28,99.82
FL,Rating Area 39,29,101.84
FL,Rating Area 39,30,102.85
FL,Rating Area 39,31,104.36
FL,Rating Area 39,32,105.87
FL,Rating Area 39,33,106.82
FL,Rating Area 39,34,107.83
FL,Rating Area 39,35,108.42
FL,Rating Area 39,36,108.92
FL,Rating Area 39,37,109.42
FL,Rating Area 39,38,106.01
FL,Rating Area 39,39,110.94
FL,Rating Area 39,40,111.94
FL,Rating Area 39,41,113.46
FL,Rating Area 39,42,114.91
FL,Rating Area 39,43,116.92
FL,Rating Area 39,44,119.44
FL,Rating Area 39,45,122.69
FL,Rating Area 39,46,126.22
FL,Rating Area 39,47,130.19
FL,Rating Area 39,48,134.73
FL,Rating Area 39,49,139.20
FL,Rating Area 39,50,136.40
FL,Rating Area 39,51,149.22
FL,Rating Area 39,52,154.70
FL,Rating Area 39,53,160.25
FL,Rating Area 39,54,166.24
FL,Rating Area 39,55,172.65
FL,Rating Area 39,56,179.07
FL,Rating Area 39,57,174.31
FL,Rating Area 39,58,179.21
FL,Rating Area 39,59,190.97
FL,Rating Area 39,60,193.58
FL,Rating Area 39,61,195.04
FL,Rating Area 39,62,195.86
FL,Rating Area 39,63,196.90
FL,Rating Area 39,64,197.53
FL,Rating Area 39,65,197.70
FL,Rating Area 4,20,63.90
FL,Rating Area 4,21,110.48
